ID,Frage,Supposed Answer Source,Antwort,contexts_Header 2,contexts_source,contexts_score
13 - EN,What do I need to consider if an audit finding requires action across multiple teams – how should tickets be created?,Audit Guideline – 3.3.2 Multiple Audit Action Tickets per finding,"According to the document ""KISTERS_IS_Audits.pdf | Section: 3.3.2 Multiple Audit Action Tickets per finding"", if a single finding requires independent actions by different teams or assignees or in different projects, more than one Audit Action Ticket MAY be created for a single finding.

The subjects of the Audit Action Tickets MUST follow the convention defined above, but SHOULD be different to allow for easy identification.","3.3.2 Multiple Audit Action Tickets per finding
3.1 Organization of audit tickets
3.3.1 Combining Audit Actions into single tickets
3.4.1 Organization of vendor audit findings
3.3.3 Re-use of existing tickets
Table of contents
6 Document History
Table 3: MBCO
7.3 Assessment of BC strategies
Table of contents
7.5 Implementation of BC strategies and solutions
5 Bugzilla TICKET SYSTEM [Recovery]
1.3 Responsibilities
Table of contents","KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_9-EP-Internal_IT-Communication.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_9-EP-Internal_IT-Communication.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_2-BCM-Process.pdf","0.9837716221809387
0.8850022554397583
0.7505231499671936
0.7237122654914856
0.4999084174633026
0.2863897979259491
0.1662863940000534
0.0012425853637978435
0.0012212407309561968
0.0009160797344520688
0.0005048101302236319
0.0004669433110393584
0.00043021037708967924
0.00040069856913760304"
14 - DE,"Wie gehe ich vor, wenn ein bereits existierendes Ticket ein neues Audit-Finding inhaltlich mit abdeckt?",Audit Guideline – 3.3.3 Re-use of existing tickets,"Nach dem Dokument ""KISTERS_IS_Audits.pdf"" (Section 3.3.3 Re-use of existing tickets) ist die Vorgehensweise wie folgt:

Wenn ein bereits existierendes Ticket ein neues Audit-Finding inhaltlich mit abdeckt, wird das bestehende Ticket nicht neu erstellt, sondern stattdessen das bestehende Ticket als ""blockierendes"" Ticket zum aktuellen Audit-Summary-Ticket hinzugefügt. Die Beschreibung des Audit-Findings im bestehenden Ticket bleibt unverändert.

Quelle: [1] Document: KISTERS_IS_Audits.pdf | Section: 3.3.3 Re-use of existing tickets","3.3.3 Re-use of existing tickets
Table of contents
3.3.2 Multiple Audit Action Tickets per finding
3.1 Organization of audit tickets
6 Document History
3.3.1 Combining Audit Actions into single tickets
3 Management of audit findings
Table 5: RTO vs RTA
Table 4: RTO and SPoF
Table 3: MBCO
3.4 Audits
4.1 Facts
6.3 Organizational prerequisites
Table of contents","KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_9-EP-Internal_IT-GoDigit.pdf
KISTERS_BCM_8-EP-Internal_IT.pdf","0.5324499011039734
0.25387436151504517
0.11477053910493851
0.057993143796920776
0.04663914442062378
0.03126395866274834
0.028145134449005127
0.0005864434060640633
0.00032232646481134
0.00024590041721239686
0.00022823884501121938
0.00022384323528967798
0.00020709846285171807
0.00014757044846192002"
14 - EN,How do I proceed if an existing ticket also covers the content of a new audit finding?,Audit Guideline – 3.3.3 Re-use of existing tickets,"According to the guidelines in the document ""KISTERS_IS_Audits.pdf | Section: 3.3.3 Re-use of existing tickets"", if a finding from a previous audit is reported again in a subsequent audit, it is not necessary to create a new Audit Action Ticket. Instead, the existing Audit Action Ticket MUST be linked to the current Audit Summary Ticket as a blocking ticket.

So, in your case, you would link the existing ticket that covers the content of the new audit finding to the current Audit Summary Ticket, making it a blocking ticket.","3.3.3 Re-use of existing tickets
Table of contents
3.3.2 Multiple Audit Action Tickets per finding
3.1 Organization of audit tickets
6 Document History
3 Management of audit findings
3.3.1 Combining Audit Actions into single tickets
5 Bugzilla TICKET SYSTEM [Recovery]
7.3 Assessment of BC strategies
7.3 Assessment of BC strategies
Table of contents
3.5 Exercises
2 Result of the BIA pre-filter
1.3 Responsibilities","KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_BCM_9-EP-Internal_IT-Communication.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_9-EP-Internal_IT-Communication.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_3-BCP.pdf","0.8743290305137634
0.3459169566631317
0.2658502459526062
0.10239245742559433
0.0557357482612133
0.03858000412583351
0.03398317098617554
0.0009331035544164479
0.0009214489255100489
0.0005181009182706475
0.000506894604768604
0.0004985054838471115
0.00037982879439368844
0.0003727418079506606"
15 - DE,"Was ist zu tun, wenn ein Kunde einen Vendor Audit bei KISTERS anfragt oder eigenständig Sicherheitsprüfungen durchführt?",Audit Guideline – 3.4 Special case: vendor audits by clients,"Laut den bereitgestellten Dokumenten [1] und [2] sollten alle Anfragen von Kunden für einen Vendor Audit oder eigenständige Sicherheitsprüfungen unverzüglich der Geschäftsführung von KISTERS zur Kenntnis gebracht werden. Die Geschäftsführung veranlasst dann eine Prüfung und juristische Beurteilung der Anfrage durch einen qualifizierten Juristen, um zu überprüfen, ob die Ermittlungsanfrage auf einer anwendbaren und rechtsgültigen Rechtsgrundlage beruht.

Wenn die Anfrage von einem Kunden stammt, wird diese Person benachrichtigt. Soweit möglich, verweist KISTERS die anfragende Behörde oder den Kunden auf eine direkte Kommunikation mit der betroffenen Person, damit dieser direkt auf die Anfrage reagieren kann.

KISTERS prüft jedes Ersuchen nach Kundendaten oder KISTERS-Daten von Fall zu Fall und kommt dem Ersuchen nur nach, wenn und soweit KISTERS feststellt, dass das Ersuchen rechtsverbindlich und gültig ist.","3.1 Vendor audits by clients
3.4 Special case: vendor audits by clients
5 Umgang mit behördlichen Anfragen
1.4 Applicable legal and regulatory requirements
5.4 Critical suppliers and service providers
1 Einleitung
4.2.1 Positively interested parties
8 References
4.2 References
1.4 Applicable legal and regulatory requirements
1.4 Applicable legal and regulatory requirements
Table 3: MBCO
3.3 Organizational prerequisites
4.3 Organizational prerequisites","KISTERS_IS_External3rdParties.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_DatenschutzSystemservice.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_External3rdParties.pdf
KISTERS_IS_DatenschutzSystemservice.pdf
KISTERS_IS_Framework.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_9-EP-KISTERScloud-Infrastructure.pdf
KISTERS_BCM_9-EP-KISTERScloud-Infrastructure.pdf","0.8519091606140137
0.831955075263977
0.6953607201576233
0.4777182936668396
0.4491238594055176
0.33041316270828247
0.28157779574394226
0.2521514296531677
0.12119514495134354
0.11959773302078247
0.10851694643497467
0.04933255910873413
0.04311790317296982
0.04198736697435379"
15 - EN,What should be done if a customer requests a vendor audit from KISTERS or conducts security checks independently?,Audit Guideline – 3.4 Special case: vendor audits by clients,"If a customer requests a vendor audit from KISTERS or conducts security checks independently, the following steps should be taken:

1. The KISTERS CISO (Chief Information Security Officer) or BCMO (Business Continuity Management Office) must be informed about this request to ensure proper documentation and management in the KISTERS ISMS / BCMS.
2. If KISTERS staff members become aware of clients performing audits without prior consultation with KISTERS, they should forward any information about such audits to the KISTERS CISO or BCMO.

According to the provided context, if a customer requests a vendor audit from KISTERS, the KISTERS participants of these audits or the CISO/BCMO should request the reports of vendor audits from the clients for further processing by KISTERS.","3.1 Vendor audits by clients
3.4 Special case: vendor audits by clients
1.4 Applicable legal and regulatory requirements
5.4 Critical suppliers and service providers
2.3.1 Preparation
3.4.1 Organization of vendor audit findings
2.2 Audit scopes
1.4 Applicable legal and regulatory requirements
1.4 Applicable legal and regulatory requirements
2 BCM Process overview
7.3 Assessment of BC strategies
Existing specific Emergency Procedures for each Business Process:
7.3 Assessment of BC strategies
Table 3: MBCO","KISTERS_IS_External3rdParties.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_External3rdParties.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Audits.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_2-BCM-Results.pdf","0.9781836867332458
0.9726993441581726
0.6319167017936707
0.6228035092353821
0.557587742805481
0.5145102739334106
0.4625650942325592
0.17871558666229248
0.14081302285194397
0.13389378786087036
0.10582297295331955
0.09533635526895523
0.08686624467372894
0.08127599209547043"
16 - DE,Wofür ist das Business Continuity Handbook gedacht und wen betreffen seine Regelungen?,BCM Handbook – 1.1 Objective / 1.2 Scope,"Das Business Continuity Handbook ist gemäß dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" | Section: 1.1 Objective gedacht, um alle Aspekte der Notfallbewältigung abzudecken und kann auch für die Krisenbewältigung ohne Rückgriff auf detailliertere Notfallpläne verwendet werden. Es soll ermöglichen, dass die Verantwortlichen im KISTERS-Konzern ordnungsgemäß notfallrelevante Maßnahmen durchführen und eine Rückkehr zum Normalbetrieb erreichen können.

Die Regelungen des Handbuchs betreffen alle organisatorischen Einheiten innerhalb des KISTERS-Konzerns.","2.3 Critical Security Incident

8 References
6.3 Business continuity
12.6.2 Relevant Topics
2.1 Obligation to comply
2.3 Business continuity
1.2 Scope
1.1 Objective
5 Business Continuity
1.1 Motivation and objectives
1.1 Motivation
6 Restart and Recovery
1.1 Motivation","KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_SoA.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_IS_Guideline.pdf
KISTERS_IS_Policy.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_6-BCP-GEN-SharedIT-Internal_IT.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf","0.18653805553913116
0.1617920696735382
0.15616892278194427
0.1045374721288681
0.1019897535443306
0.0933031290769577
0.06921684741973877
0.8125987648963928
0.6675620079040527
0.4567751884460449
0.3116104304790497
0.17671388387680054
0.1661871373653412
0.1613140106201172"
16 - EN,What is the purpose of the Business Continuity Handbook and who does its regulation affect?,BCM Handbook – 1.1 Objective / 1.2 Scope,"According to Document: KISTERS_BCM_1-BCHandbook.pdf, Section 1.1 Objective:

""This business continuity manual and its sub-documents cover all aspects of emergency management and can also be used for crisis management without recourse to more detailed emergency plans.""

The purpose of the Business Continuity Handbook is to enable those responsible at KISTERS Group to achieve orderly emergency operations and enable a return to normal operations.

According to Document: KISTERS_BCM_1-BCHandbook.pdf, Section 5 Business Continuity:

""The requirements of the business continuity manual cover all locations, organizational units and business processes within the scope of the BCMS (see ""Guideline on information security, data protection and business continuity"" [1]) and are binding for all BCM Emergency Response Organisation (ERO) role holders.""

The regulation affects all locations, organizational units, and business processes within the scope of the BCMS, as well as all BCM ERO role holders.","6.3 Business continuity

8 References
2.3 Critical Security Incident
1 Introduction
2.3 Business continuity
Table of contents
1.2 Scope
1.1 Objective
1.1 Motivation and objectives
5 Business Continuity
2.3 General Emergency Procedure
Table of contents
1.1 Motivation","KISTERS_IS_Policy.pdf
KISTERS_IS_SoA.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_Framework.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_Policy.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_2-BCM-Results.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_6-BCP-GEN-SharedIT-Internal_IT.pdf
KISTERS_BCM_3-BCP.pdf","0.2004307210445404
0.15047910809516907
0.14584824442863464
0.13430877029895782
0.12716974318027496
0.10506835579872131
0.07377980649471283
0.8674349784851074
0.779651403427124
0.41582784056663513
0.37814995646476746
0.2990323603153229
0.15184718370437622
0.12438904494047165"
17 - DE,Für welche Situationen ist das Business Continuity Handbook gedacht und für welche Bereiche der KISTERS Gruppe gilt es verbindlich?,BCM Handbook – 1.1 Objective / 1.2 Scope,"Laut dem Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 1.1 Objective ist das Business Continuity Handbook gedacht, um im Falle von Notfällen oder Krisen eine ordnungsgemäße Reaktion und den Wiedereinstieg in die Normalität zu ermöglichen. 

Das Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 1.2 Scope besagt, dass das Business Continuity Manual alle Bereiche der KISTERS Gruppe umfasst, sowohl Standorte als auch Geschäftsbereiche und Organisationseinheiten.","1 Einleitung
2.3 Business continuity
1.2 Scope
3 Scope
5.3 Business Continuity Management Officer (BCMO)
8 References

1.1 Objective
1.2 Scope
5 Business Continuity
1.1 Motivation
1.1 Motivation
8 References
4.2 References","KISTERS_IS_DatenschutzSystemservice.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_Organisation.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_SoA.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_6-BCP-GEN-SharedIT-Internal_IT.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_3-BCP.pdf","0.8819809556007385
0.758206844329834
0.6922415494918823
0.6072046756744385
0.603095293045044
0.551848828792572
0.5174102783203125
0.9409309029579163
0.8876820802688599
0.822563648223877
0.7960242629051208
0.7345606684684753
0.7047286629676819
0.6505433320999146"
17 - EN,"For which situations is the Business Continuity Handbook intended, and for which areas of the KISTERS Group is it binding?",BCM Handbook – 1.1 Objective / 1.2 Scope,"According to the provided context, the Business Continuity Handbook is intended for situations that may lead to an emergency or crisis, where business processes or the fulfillment of assignments are at risk due to the lack or non-availability of resources. This includes situations such as natural disasters, equipment failures, IT system crashes, or even a potential data breach.

Regarding its binding areas within the KISTERS Group, the handbook covers all locations, organizational units, and business processes within the scope of the BCMS (Business Continuity Management System). Specifically, it is stated that ""The requirements of the business continuity manual cover all locations, organizational units and business processes within the scope of the BCMS... and are binding for all BCM Emergency Response Organisation (ERO) role holders."" [7]

In other words, this handbook applies to all areas of the KISTERS Group where business continuity management is crucial, including but not limited to IT operations, data protection, and emergency response procedures.","1 Introduction
2.3 Critical Security Incident
1.2 Scope
2.3 Business continuity
5.1 Leadership and commitment
3 Scope
1.2 Scope
1.1 Objective
1.2 Scope
5 Business Continuity
1.1 Motivation
1.1 Motivation
1.3.1 Disruption
Manager of Duty","KISTERS_IS_DataProtectionSystemService.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_Audits.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_Framework.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_RiskManagement.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_6-BCP-GEN-SharedIT-Internal_IT.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf","0.9476940035820007
0.6582547426223755
0.6311124563217163
0.5990647673606873
0.5881580114364624
0.5770609974861145
0.5294288992881775
0.9565684795379639
0.9558465480804443
0.746086835861206
0.7439559698104858
0.689683735370636
0.640926718711853
0.560332715511322"
18 - DE,Wie wird im BCM-Handbuch der Unterschied zwischen „Disruption“ und „Critical Disruption“ beschrieben?,BCM Handbook – 1.3.1 Disruption / 1.3.2 Critical Disruption,"Laut dem BCM-Handbuch von KISTERS AG (Dokument: KISTERS_BCM_1-BCHandbook.pdf) werden ""Disruption"" und ""Critical Disruption"" wie folgt definiert:

* Eine Disruption ist eine Situation, in der Prozesse oder Ressourcen nicht wie vorgesehen zur Verfügung stehen. Als Regel werden Fehler während normaler Betriebszeiten durch die allgemeine Organisation von KISTERS innerhalb des Rahmenwerks des Incident Managements behoben.
* Eine Critical Disruption hingegen ist eine Unterbrechung der Geschäftsabläufe, die mindestens einen zeitkritischen Geschäftszweig betrifft und nicht innerhalb der maximalen tolerierbaren Betriebsunterbrechungszeit (MTPD) wieder auf Normalbetrieb gebracht werden kann.

Demzufolge ist eine Critical Disruption eine schwerwiegender Form einer Disruption.","2.3 Critical Security Incident
7.3.2.2 Significant Fault / Disruption
7.3.2 Federal Office for Information Security (BSI)
Article 15 Incident notification
6.3 Business continuity
7.3.2.1 Ordinary Fault / Disruption
12.6.2 Relevant Topics
1.3.2 Critical Disruption
1.3.3 Emergency
1.3.1 Disruption
Table of contents
1.3 Definitions
Table of contents
Table of contents","KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf","0.5165608525276184
0.07809745520353317
0.020210519433021545
0.01678476668894291
0.011510324664413929
0.006425810046494007
0.004884462337940931
0.9417504072189331
0.9395387768745422
0.936619222164154
0.89188152551651
0.11765298247337341
0.052057985216379166
0.049205515533685684"
18 - EN,"How is the difference between ""disruption"" and ""critical disruption"" described in the BCM manual?",BCM Handbook – 1.3.1 Disruption / 1.3.2 Critical Disruption,"According to the KISTERS_BCM_1-BCHandbook.pdf, a critical disruption is described as an interruption to business operations that affects at least one time-critical business process that cannot be restored to normal operation within the maximum tolerable period of disruption (MTPD) [4].","2.3 Critical Security Incident
7.3.2.2 Significant Fault / Disruption
Article 15 Incident notification
6.3 Business continuity
7.3.2 Federal Office for Information Security (BSI)
7.3.2.1 Ordinary Fault / Disruption
5.3 Remedy (*3)
1.3.1 Disruption
1.3.2 Critical Disruption
1.3.3 Emergency
Table of contents
Example for the assessment:
1.3 Definitions
Table of contents","KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_IS_Policy.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf","0.25748875737190247
0.0696607455611229
0.0311819389462471
0.016093259677290916
0.014520034193992615
0.011903541162610054
0.008533680811524391
0.9227227568626404
0.9054130911827087
0.8765309453010559
0.7279086709022522
0.21814130246639252
0.08474534004926682
0.04245339334011078"
19 - DE,"Welche Kriterien müssen erfüllt sein, damit ein Vorfall bei KISTERS als „Emergency“ eingestuft wird?",BCM Handbook – 1.3.3 Emergency,"Um einen Vorfall bei KISTERS als ""Emergency"" einzustufen, müssen die folgenden Punkte erfüllt sein:

1.  Der Vorfall muss eine starke Beeinträchtigung der Geschäftsbetriebstätigkeit darstellen oder die Gefahr von Schäden für Menschen, Umwelt oder die Öffentlichkeit bergen.
2.  Es muss ein hohes Maß an Risiko und Unsicherheit bestehen, was die Widerherstellungsmaßnahmen betrifft.
3.  Die Auswirkungen des Vorfalls müssen über das gewöhnliche Maß der Geschäftsbetriebstätigkeit hinausgehen.

In den KISTERS Dokumenten wird erwähnt, dass ein Vorfall als Emergency eingestuft werden muss, wenn er die Verfügbarkeit, Integrität und Vertraulichkeit von informationstechnischen Systemen, Komponenten und Prozessen beeinträchtigen kann.","Emergency (escalated incident)
3.1.4 Emergency Change
Table of contents
4.7 KPI\_KiCloudEmergencyPlans
8 References
5 Umgang mit behördlichen Anfragen
9.4.3 Relevant Topics
2.3 General Emergency Procedure
1.3 Activation process
Table of contents
1.3 Activation process
1.3 Activation process
1.3 Activation process
1.3 Activation process","KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_ChangeManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_KPIs.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_DatenschutzSystemservice.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_9-EP-Internal_IT-DC.pdf
KISTERS_BCM_8-EP-KISTERScloud.pdf
KISTERS_BCM_8-EP-Internal_IT.pdf
KISTERS_BCM_9-EP-KISTERScloud-Infrastructure.pdf
KISTERS_BCM_8-EP-KISTERScloud.pdf
KISTERS_BCM_7-EP-Generic_Restore.pdf","0.8514231443405151
0.7812192440032959
0.5858337879180908
0.5485132932662964
0.5038064122200012
0.391289621591568
0.3732796609401703
0.8677976727485657
0.8125782608985901
0.8038622736930847
0.7949947118759155
0.7912353873252869
0.7861687541007996
0.7677542567253113"
19 - EN,"What criteria must be met for an incident at KISTERS to be classified as an ""emergency""?",BCM Handbook – 1.3.3 Emergency,"According to the guidelines, an emergency is defined in Section 1.3.3 of the Document: KISTERS_BCM_1-BCHandbook.pdf as:

""Emergencies are interruptions to business operations that affect at least one time-critical business process that cannot be restored during normal operation within the maximum tolerable period of disruption (MTPD).""

To answer your question, I will quote from the same section of the document:


""Emergencies can also occur before the damaging event leads to an interruption of business operations. All that is required is the risk that business operations will be interrupted by the damaging event.""","3 Classification and prioritization
2.1 Security Event
5.3 Remedy (*3)
Emergency (escalated incident)
5 Proof of compliance with the safety requirements
4 Dealing with deviations
Table of contents
3.1 Detection and Reporting
2.3 General Emergency Procedure
1.3.3 Emergency
7.3 Assessment of BC strategies
Table of contents
7.3 Assessment of BC strategies
1.3.2 Critical Disruption","KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_IS_SecurityRequirementsDataCenter.pdf
KISTERS_IS_SecurityRequirementsDataCenter.pdf
KISTERS_IS_IncidentManagement.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_3-BCP.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_8-EP-KISTERScloud.pdf
KISTERS_BCM_2-BCM-Process.pdf
KISTERS_BCM_1-BCHandbook.pdf","0.9621549844741821
0.9096882343292236
0.875214695930481
0.8638593554496765
0.7623202800750732
0.7117106318473816
0.6879698634147644
0.9628296494483948
0.9002973437309265
0.7883355617523193
0.6993861198425293
0.6926513910293579
0.6620219945907593
0.5774661302566528"
20 - DE,"Was muss ich tun, wenn ich einen Cyberangriff bemerke (z. B. Ransomware)?",BCM Handbook – 2.2.1 Cyber Attack,"Laut dem KISTERS IS BCM Handbook [4] sollten folgende Schritte unternommen werden:

1. Bleiben Sie ruhig! Vermeiden Sie es, auf den Bildschirm zu schauen oder darauf zu reagieren.
2. Alle Netzwerkverbindungen trennen: Aktivieren Sie Flugmodus, schalten Sie WiFi/Bluetooth aus und ziehen Sie das Netzwerkkabel heraus.
3. Keine weiteren Programme starten und keine Dateien öffnen!
4. Ihre IT-Verantwortlichen informieren: Geben Sie an, welches Gerät betroffen ist, wo es sich befindet und wie es derzeit mit dem Unternehmensnetz verbunden ist.
5. Warten Sie auf weitere Anweisungen Ihrer IT-Verantwortlichen.

Darüber hinaus empfiehlt das KISTERS BCM Handbook [4], dass Sie den Computer an die IT-Administration übergeben, um Beweise zu sichern und evtl. weitere forensische Untersuchungen durchzuführen.

Ich möchte jedoch darauf hinweisen, dass dies nur allgemeine Anweisungen sind und spezifische Maßnahmen je nach Situation variieren können.","13.2 Measures in case of suspected malware attack (reactive)
Table of contents
Possible measures are:
9.4.3 Relevant Topics
13.1 Measures against malicious software (proactive)
§ 32 Meldepflichten
3.5 Measures in case of suspected unauthorized use
2.2.1 Immediate Measures in the Event of Cyber Attack (Ransomware / Malware)
6.1 Cyber Attack (Ransomware/Malware)
Table of contents
2.2 Scenario Specific Immediate Measures
2 Cyber-Attack [PROCEDURE]
2.5 Sequence plan
2.3 Organizational prerequisites","KISTERS_IS_Guideline.pdf
KISTERS_IS_Guideline.pdf
KISTERS_IS_Guideline_SOC.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_IS_Guideline.pdf
KISTERS_IS_LawsRegulations.pdf
KISTERS_IS_Guideline.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_1-BCHandbook.pdf
KISTERS_BCM_7-EP-cyber_attack.pdf
KISTERS_BCM_7-EP-cyber_attack.pdf
KISTERS_BCM_7-EP-cyber_attack.pdf","0.062179725617170334
0.02021404542028904
0.0122313741594553
0.0067994180135428905
0.004060852807015181
0.0033254988957196474
0.0030018987599760294
0.7572858333587646
0.17948521673679352
0.07964891195297241
0.06328853219747543
0.03200046718120575
0.016997065395116806
0.0130496546626091"
